City;Customer_Flag;Revenue_Scale;Revenue;Sector;Legal_Form_Code;Employee_Scale;TYPE_ID_Coverage_GSM;TYPE_ID_Coverage_UMTS;TYPE_ID_Coverage_LTE;CNT_EMPLOYEE_OLD;CNT_EMPLOYEE;CNT_CB_DENSITY;CNT_CB_MOB_DENSITY;CNT_CB_FN_DENSITY;Mobile_potential_old;Mobile_potential
Alsdorf;1;;;44;14;20 - 49;291;291;291;31;31;424;420;17;3058.468217518681;4019.6255078189715
Frankfurt;1;500.001 - 2.500.000;758870;43;4;10 - 19;291;291;291;13;17;894;865;79;1495.3860458807999;2405.5848527807807
Großmehring;1;;;74;4;10 - 19;291;291;290;17;19;93;91;4;1771.1695083754803;1771.9772588836827
Blaichach;1;500.001 - 2.500.000;2000000;41;14;10 - 19;291;290;291;11;12;29;29;1;1475.50874127468;1516.067483191479
Hörstel;1;5.000.001 - 25.000.000;5480000;43;24;10 - 19;291;291;291;19;20;51;49;2;1951.1196946402797;2344.523352951339
Bocholt;1;500.001 - 2.500.000;1549278;66;14;20 - 49;291;291;291;24;28;91;89;3;1955.83854155868;2058.728510136304
Simbach;1;5.000.001 - 25.000.000;25000000;43;14;10 - 19;291;291;292;18;22;8;8;0;1734.08221131228;2669.5306264127753
Walzbachtal;1;;;12;14;10 - 19;291;290;291;11;12;120;118;8;1482.60266183628;2125.839719440627
Chemnitz;1;;;74;4;20 - 49;291;291;291;38;40;451;445;17;2025.7877873122795;2033.5243369664338
Homburg;1;;;44;4;10 - 19;291;290;291;14;16;104;101;11;1923.1360358626803;2319.1311986128053
Hamburg;1;2.500.001 - 5.000.000;2996635;42;14;10 - 19;291;291;291;10;11;1452;1130;518;1636.436021421599;2618.378848543546
Amtsberg;1;500.001 - 2.500.000;1200000;9;14;20 - 49;291;292;290;24;26;328;325;12;1874.5032434314799;2873.9798751291974
Hof;1;2.500.001 - 5.000.000;4047000;9;14;10 - 19;291;291;290;14;19;58;57;2;1690.0046885242798;2089.140106761315
Hof;1;2.500.001 - 5.000.000;4047000;9;14;10 - 19;291;291;290;14;15;58;57;2;1690.0046885242798;2466.3295663333674
Berlin;1;500.001 - 2.500.000;1000000;40;14;10 - 19;291;290;291;14;14;2889;2764;302;1637.7611574827993;1717.3066339193235
Neumünster;1;500.001 - 2.500.000;1000000;26;14;10 - 19;291;291;291;10;11;66;63;11;1351.42429409148;1599.785589394385
Neumünster;1;500.001 - 2.500.000;1000000;26;14;10 - 19;291;291;291;10;15;66;63;11;1351.42429409148;2233.919756691518
Ganderkesee;1;250.001 - 500.000;290000;47;14;10 - 19;291;290;291;15;19;67;64;5;1555.6370571406796;1873.7839681173139
Berlin;1;;;55;;10 - 19;291;290;291;13;14;2767;2648;286;1581.024311872799;1632.2335990834508
Berlin;1;;;55;;10 - 19;291;290;291;13;15;2767;2648;286;1581.024311872799;2049.5097645964415
Mönchengladbach;1;500.001 - 2.500.000;1388000;27;14;10 - 19;291;291;291;15;18;261;256;15;1558.8558697282797;2508.153396140523
Berlin;1;500.001 - 2.500.000;848618;85;14;10 - 19;291;291;291;18;21;1009;982;79;1890.5680818887995;2796.8581061245613
Hamm;1;500.001 - 2.500.000;971133;24;14;10 - 19;291;290;291;12;14;105;100;11;1316.13152301228;1840.1625519249983
Regensburg;1;5.000.001 - 25.000.000;5161064;60;14;20 - 49;291;290;291;30;33;158;152;16;2086.90217581308;2395.5830222819623
Erwitte;1;500.001 - 2.500.000;1900000;40;14;20 - 49;291;291;291;20;21;37;32;8;2678.9320210366795;2695.0190055642606
Wuppertal;1;;;83;14;20 - 49;291;291;291;20;25;598;561;54;1970.0110002082788;2686.8877387055363
Stuttgart;1;5.000.001 - 25.000.000;5900000;66;14;10 - 19;291;290;291;16;16;821;799;55;1921.7433595343996;2198.0148566924818
Nettetal;1;500.001 - 2.500.000;2500000;63;14;20 - 49;291;290;291;26;26;120;117;9;2017.9116020674799;2185.3000186785894
Erftstadt;1;;;75;4;10 - 19;291;290;291;12;16;140;135;13;1546.3811555434802;2093.1741384808292
Löhne;1;500.001 - 2.500.000;850000;40;4;10 - 19;291;290;290;17;22;165;156;18;1938.4750630102799;2788.692070809966
Remscheid;1;;;24;16;10 - 19;291;290;291;18;23;366;356;23;1928.11753171548;2646.099112994142
Höhr-Grenzhausen;1;;;75;28;10 - 19;291;291;292;12;16;139;137;8;1536.54179984868;2476.7482019568865
Nürnberg;1;2.500.001 - 5.000.000;2580000;42;16;10 - 19;291;290;291;11;11;517;504;49;1636.0333820794795;2516.9525334403465
Nürnberg;1;2.500.001 - 5.000.000;2580000;42;16;10 - 19;291;290;291;11;11;517;504;49;1636.0333820794795;2396.4269474694424
Hamburg;1;5.000.001 - 25.000.000;7766001;72;14;20 - 49;291;290;291;25;28;1747;1350;646;2424.822009140399;2887.0876314839347
Velbert;1;500.001 - 2.500.000;990000;24;4;10 - 19;291;290;291;14;18;301;296;15;1392.9402441442799;1998.0861838793053
Fellbach;1;500.001 - 2.500.000;1200000;40;4;10 - 19;291;291;291;11;14;763;748;45;1804.6978552547998;2154.335183428595
Bad Homburg;1;250.001 - 500.000;312500;70;4;10 - 19;291;291;291;12;15;401;396;29;1166.05989001308;1542.1305213400499
Lorsch;1;500.001 - 2.500.000;1500000;55;16;10 - 19;291;290;291;14;15;130;127;4;1577.6052692602798;1771.8184254181745
Bochum;1;5.000.001 - 25.000.000;6000000;42;14;10 - 19;291;291;291;14;17;730;717;43;1753.5759550570788;1918.7014048554859
Bochum;1;5.000.001 - 25.000.000;6000000;42;14;10 - 19;291;291;291;14;19;730;717;43;1753.5759550570788;2265.3912001095696
Thallichtenberg;1;250.001 - 500.000;350000;50;4;20 - 49;291;292;290;24;25;15;15;0;1565.4327412306804;1622.4895519392976
Roßtal;1;500.001 - 2.500.000;950000;24;4;10 - 19;291;292;291;10;13;195;189;18;1334.8809225442799;1629.4113153569974
Löningen;1;500.001 - 2.500.000;800000;25;16;10 - 19;291;292;292;13;14;24;24;0;1392.8780755486803;2110.1132068857087
Löningen;1;500.001 - 2.500.000;800000;25;16;10 - 19;291;292;292;13;15;24;24;0;1392.8780755486803;1984.8876897250602
Berlin;1;;;49;14;20 - 49;291;291;291;20;21;2991;2873;307;1767.2896961603988;2548.4434863688275
Essen;1;250.001 - 500.000;321786;48;14;20 - 49;291;290;291;33;35;850;842;44;1733.7667603043992;2658.669429177927
Oberhausen;1;5.000.001 - 25.000.000;7574467;17;17;20 - 49;291;291;291;48;50;617;610;27;2140.9692173530793;2809.2717529579413
Berlin;1;500.001 - 2.500.000;800000;44;14;10 - 19;291;291;291;10;10;1630;1568;166;1756.9738963679995;2209.4295436911025
Aichtal;1;500.001 - 2.500.000;1400000;41;14;10 - 19;291;290;291;11;13;298;292;19;1475.4495714850802;1681.2714793762962
Alsbach-Hähnlein;1;500.001 - 2.500.000;2100000;1;31;10 - 19;291;291;291;16;16;102;101;1;1745.69060642268;2277.80962903762
Lichtenfels;1;;;76;13;20 - 49;291;291;291;21;25;38;34;9;1979.90469530268;2346.1954966126186
Hamburg;1;;;47;14;10 - 19;291;291;291;15;15;1680;1283;636;2025.1005197819995;2706.1852153495747
Hainspitz;1;;;78;4;20 - 49;291;290;291;40;43;44;40;8;2876.9478657430805;3376.141585449257
Dortmund;1;500.001 - 2.500.000;1000000;63;20;10 - 19;291;291;291;16;18;492;481;29;1621.0556861314792;2599.0461050934696
Frankfurt;1;100.001 - 250.000;147877;73;4;10 - 19;291;291;291;11;12;822;798;70;1302.7306899287996;1969.7913667981943
Berlin;1;;;62;14;10 - 19;291;291;291;17;19;3065;2947;309;1766.6862777167994;2394.286891953426
Dülmen;1;;;42;16;20 - 49;291;290;290;47;51;59;58;5;2007.9955444426803;2092.9627259620447
Weilheim;1;500.001 - 2.500.000;1910000;35;16;10 - 19;291;291;291;10;11;318;314;13;1531.06823139228;2283.1606557599516
Berlin;1;;;61;4;10 - 19;291;291;291;10;12;3092;2970;312;1561.0817820767998;1767.1092705462033
Eislingen;1;;;74;4;10 - 19;291;290;291;14;18;248;244;13;1552.6451985202793;2022.291986219797
Karlsruhe;1;;;78;4;20 - 49;291;290;291;40;45;316;310;16;2726.27858039868;3421.9879344157116
Melle;1;100.001 - 250.000;250000;42;4;10 - 19;291;290;290;11;11;56;56;2;1180.95004691148;2155.314091463668
Ibbenbüren;1;500.001 - 2.500.000;1200000;38;31;10 - 19;291;290;291;13;16;57;56;1;1482.4667826154803;1876.7110884663164
Dessau-Roßlau;1;250.001 - 500.000;500000;61;20;10 - 19;291;291;290;10;11;102;101;5;1209.78975099948;1850.8842217995402
Mönchengladbach;1;5.000.001 - 25.000.000;8000000;38;14;20 - 49;291;291;291;27;28;320;314;18;2214.2173791490795;2593.319293214744
Jena;1;;;55;14;20 - 49;291;291;291;34;34;97;97;5;2009.30507729868;2153.8987739953754
Frankfurt;1;2.500.001 - 5.000.000;2789082;62;14;10 - 19;291;291;291;17;18;899;870;79;1976.165794116;2384.6086536060257
Finkenthal;1;2.500.001 - 5.000.000;3169000;1;14;20 - 49;290;292;292;20;21;4;4;0;1998.09097898868;2202.57515933365
Döbeln;1;500.001 - 2.500.000;563197;72;13;10 - 19;291;290;292;14;16;43;43;1;1310.7922372306803;1662.452295093725
Preußisch Oldendorf;1;;;75;14;10 - 19;291;290;291;10;11;;;;1553.1473399914798;2398.9708847207903
Bremerhaven;1;500.001 - 2.500.000;900000;59;20;20 - 49;291;290;290;22;23;69;67;4;1759.7700878626802;2454.3330944727504
Essen;1;;;66;14;10 - 19;291;291;291;11;14;739;731;36;1587.4911595115993;2587.1421690326115
Dreieich;1;250.001 - 500.000;400000;62;20;10 - 19;291;291;291;12;13;591;575;50;1298.89256287548;2143.3480984492558
Lingen;1;500.001 - 2.500.000;1936008;27;14;20 - 49;291;291;292;22;22;85;85;2;1992.69953715588;2851.403324850217
Leipzig;1;;;42;14;20 - 49;291;291;291;28;31;642;639;20;2145.5594463634798;2899.861798209578
Berlin;1;;;49;14;50 - 99;291;291;291;50;51;2991;2873;307;1802.9813182895994;2453.5466412736814
Ahrensburg;1;2.500.001 - 5.000.000;4500000;41;14;10 - 19;291;291;290;16;19;180;150;52;1816.8116310490796;2152.1871753937176
Stuttgart;1;500.001 - 2.500.000;1600000;85;14;10 - 19;291;291;291;15;16;864;846;51;1708.0224442487993;2101.850045100079
Straubenhardt;1;500.001 - 2.500.000;1900000;39;14;10 - 19;291;291;290;10;15;74;73;3;1543.2312823666803;1777.4482737299813
Bonn;1;;;78;14;20 - 49;291;291;291;20;23;470;467;23;2753.3965783906797;3515.816693665403
Bonn;1;;;78;14;20 - 49;291;291;291;20;22;470;467;23;2753.3965783906797;3565.8448946414405
Mannheim;1;;;75;28;10 - 19;291;291;291;13;15;556;544;37;1641.497352759479;2040.5758585185808
Berg;1;500.001 - 2.500.000;1423416;27;14;10 - 19;290;292;292;13;14;83;83;1;1541.2352840566805;2128.140277758408
Norderstedt;1;;;41;14;20 - 49;291;290;291;21;21;476;392;143;1937.3856433042795;2828.381679122079
Balzhausen;1;2.500.001 - 5.000.000;2714000;44;18;20 - 49;291;292;292;20;24;15;15;0;3323.51425119588;4286.2813122086245
Kempten;1;;;55;14;10 - 19;291;291;290;13;18;56;54;4;1601.29060396668;1750.3117933339408
Kosilenzien;1;500.001 - 2.500.000;633162;40;14;20 - 49;291;292;292;24;27;21;21;0;1906.9627581300006;2730.7661878144513
Kreßberg;1;500.001 - 2.500.000;600000;55;14;10 - 19;291;292;292;10;13;10;10;0;1229.7147185926801;1346.0504170296351
Karlsruhe;1;;;61;13;10 - 19;291;290;290;19;23;331;324;17;1944.36641593548;2375.909508520625
Garching;1;;;71;31;10 - 19;291;291;291;15;18;573;554;41;1608.4514736682786;2181.8182546274643
Potsdam;1;500.001 - 2.500.000;1000000;40;14;10 - 19;291;290;291;12;14;229;222;11;1642.1017504870792;1771.2323226007748
Schermbeck;1;2.500.001 - 5.000.000;2537561;40;16;10 - 19;291;290;291;14;18;58;57;1;2227.84697796468;2530.605085242911
Schermbeck;1;;;78;14;20 - 49;291;291;291;40;41;58;57;1;2046.8877100666803;2592.7075020725574
Hamburg;1;2.500.001 - 5.000.000;4900000;47;14;10 - 19;291;290;291;14;18;1516;1176;548;2004.9544516775995;2036.4989005629293
Eggolsheim;1;5.000.001 - 25.000.000;18000000;42;14;10 - 19;291;291;291;18;20;54;53;2;1861.7081027590802;2216.2123964174375
Eggolsheim;1;5.000.001 - 25.000.000;18000000;42;14;10 - 19;291;291;291;18;21;54;53;2;1861.7081027590802;2238.9529570854415
Reutlingen;1;;;60;14;20 - 49;291;290;291;24;25;212;207;13;2017.9116020674799;2165.289949433126
Schenefeld;1;500.001 - 2.500.000;2500000;9;16;10 - 19;291;291;291;17;18;710;558;244;1959.5811723874795;2449.9911332404945
Oldenburg;1;500.001 - 2.500.000;600000;55;14;10 - 19;291;290;291;14;18;121;118;5;1312.9861051042799;1976.7540832879877
Schwerte;1;500.001 - 2.500.000;900000;40;4;10 - 19;291;290;291;16;20;378;371;18;1925.0612548390802;2133.2902870059133
Endingen;1;2.500.001 - 5.000.000;4912206;28;14;10 - 19;291;291;291;16;18;68;66;4;1722.2738442682803;2151.6404620814496
Hannover;1;5.000.001 - 25.000.000;18166502;21;14;20 - 49;291;291;291;36;41;713;702;32;1956.0412146946796;2268.1639491287588
Wassenberg;1;500.001 - 2.500.000;900000;40;14;10 - 19;290;290;291;10;12;92;92;2;1860.1210401934802;2707.6763195940016
Kleve;1;500.001 - 2.500.000;1030000;56;14;10 - 19;291;291;291;12;16;36;33;6;1351.42429409148;2268.2425206960793
Stuttgart;1;500.001 - 2.500.000;905421;61;14;10 - 19;291;290;291;16;20;825;803;54;1691.5977850487993;2612.7803019895114
Rheine;1;2.500.001 - 5.000.000;4169124;39;16;20 - 49;291;290;291;31;32;79;77;3;2107.8675492922803;2217.0902488526467
Filderstadt;1;500.001 - 2.500.000;1100000;1;24;10 - 19;291;291;291;16;20;500;490;30;1621.0556861314792;1698.1804823467305
Baden-Baden;1;500.001 - 2.500.000;2500000;26;14;10 - 19;291;290;291;17;19;99;98;4;1866.0972144226803;2568.5802017006117
Velbert;1;500.001 - 2.500.000;2200000;42;14;10 - 19;291;291;291;18;22;374;369;18;2214.00679937148;2230.149741462211
Velbert;1;500.001 - 2.500.000;2200000;42;14;10 - 19;291;291;291;18;22;374;369;18;2214.00679937148;2587.944755147182
Hagen;1;;;72;4;10 - 19;291;291;290;10;13;269;264;10;2123.06932666668;2240.0654221827253
Delbrück;1;500.001 - 2.500.000;870000;63;14;10 - 19;291;290;291;15;17;45;44;2;1409.48361569148;1924.7252722820465
Delbrück;1;500.001 - 2.500.000;870000;63;14;10 - 19;291;290;291;15;17;45;44;2;1409.48361569148;2095.9531786632433
München;1;100.001 - 250.000;250000;78;14;50 - 99;291;291;291;50;51;1636;1583;121;3262.1207908559995;4100.875612541867
München;1;100.001 - 250.000;250000;78;14;50 - 99;291;291;291;50;52;1636;1583;121;3262.1207908559995;3528.0390245886115
Frankfurt;1;500.001 - 2.500.000;900000;62;14;10 - 19;291;291;291;11;15;894;866;77;1498.0394730888;1654.4127038609222
Edewecht;1;500.001 - 2.500.000;1700000;63;14;10 - 19;291;291;291;12;13;27;27;1;1533.7058298514798;1813.8287655600948
Klötze;1;500.001 - 2.500.000;957000;68;14;10 - 19;291;292;292;10;10;7;7;0;1334.8187539486803;2110.0999313674993
Klötze;1;500.001 - 2.500.000;957000;68;14;10 - 19;291;292;292;10;14;7;7;0;1334.8187539486803;1880.5207457865704
Herten;1;500.001 - 2.500.000;2000000;81;14;20 - 49;291;291;290;20;21;512;505;37;1941.7983099322792;2581.487450772788
Essen;1;500.001 - 2.500.000;1811450;40;14;10 - 19;291;290;291;18;19;791;784;41;2951.3797724556;3495.395528981679
Essen;1;500.001 - 2.500.000;1811450;40;14;10 - 19;291;290;291;18;20;791;784;41;2951.3797724556;3639.814373134745
Plankstadt;1;500.001 - 2.500.000;615000;9;4;10 - 19;291;290;290;11;14;408;401;32;1232.3690258002798;2139.816231897814
Wilhermsdorf;1;;;74;4;20 - 49;291;291;290;30;31;41;40;5;1914.37737125148;2809.7728867690857
Leverkusen;1;500.001 - 2.500.000;824295;40;14;20 - 49;291;290;291;22;25;469;466;14;2270.4065170415997;2538.5434841020005
Morbach;1;500.001 - 2.500.000;2150000;44;31;20 - 49;290;292;292;23;25;7;7;0;3352.563432947879;3465.549861124856
Chemnitz;1;250.001 - 500.000;500000;44;4;10 - 19;291;290;290;14;14;444;437;20;1532.7012370306802;2007.397623914103
Bad Salzuflen;1;2.500.001 - 5.000.000;4100000;42;14;10 - 19;291;291;291;16;20;217;208;19;1852.8596031850798;2001.436499013399
Bielefeld;1;500.001 - 2.500.000;536000;48;4;10 - 19;291;291;291;16;17;217;208;20;1424.94862531308;1620.0663370753146
Leverkusen;1;;;78;13;20 - 49;291;290;291;27;28;441;438;13;2940.25420688268;3409.747308337008
Neustadt;1;500.001 - 2.500.000;1085008;42;14;10 - 19;291;290;292;18;18;20;17;4;2071.4557567198804;2164.5014740044394
Nordhorn;1;2.500.001 - 5.000.000;3000000;62;3;20 - 49;291;291;292;31;35;30;28;3;2096.0737278250795;2650.4066391053025
Beselich;1;100.001 - 250.000;250000;48;4;20 - 49;291;291;292;22;26;80;79;1;1459.7183041486799;1549.4886047404486
Völklingen;1;500.001 - 2.500.000;908499;40;14;10 - 19;291;292;290;11;15;70;69;7;1434.6539311296;1621.2997482599744
Hamburg;1;;;83;28;20 - 49;291;291;291;20;24;1700;1301;638;1793.630574932399;2499.3755638424245
Berlin;1;;;40;14;10 - 19;291;290;291;13;14;2773;2653;287;2125.5930503507993;3047.1919004517936
Lindenberg;1;;;40;4;10 - 19;291;291;291;11;13;24;23;1;1924.55528570868;2037.6870368731434
Buch;1;500.001 - 2.500.000;1400000;66;3;20 - 49;291;292;290;25;28;51;51;0;1928.1881299306801;2475.258171684993
Buch;1;500.001 - 2.500.000;1400000;66;3;20 - 49;291;292;290;25;25;51;51;0;1928.1881299306801;2253.0055698881656
Stuhr;1;2.500.001 - 5.000.000;4592517;42;14;20 - 49;291;290;291;24;27;305;295;24;2360.36076000108;2968.0425647952843
Fulda;1;bis 100.000;60000;85;16;10 - 19;291;291;290;12;13;99;95;9;1176.0542029234798;2071.597124910525
Chemnitz;1;500.001 - 2.500.000;1500000;19;16;10 - 19;291;291;291;13;18;460;453;18;1611.7984556722788;2575.4043446078613
Wilnsdorf;1;250.001 - 500.000;500000;48;14;20 - 49;291;290;291;21;23;71;68;8;1464.84756703548;2082.0785231198283
Nortorf;1;;;61;13;20 - 49;291;290;291;28;31;35;33;4;2009.30507729868;2924.8482612283196
Starnberg;1;500.001 - 2.500.000;1800000;63;14;10 - 19;291;291;291;15;16;112;111;4;1611.2066615914796;2564.501092554084
Essen;1;;;77;4;10 - 19;291;291;291;10;11;1122;1057;98;1598.0160439487995;2241.116746822032
Arnsberg;1;500.001 - 2.500.000;630000;24;14;10 - 19;291;290;290;13;16;43;42;2;1320.96005735148;1696.6117235617962
Schwetzingen;1;;;83;4;10 - 19;290;290;290;11;13;605;578;53;1535.287234172279;2111.146438545773
Busdorf;1;;;50;14;20 - 49;291;291;290;37;37;25;25;2;2000.4040652026802;2343.7749500971645
Saarlouis;1;500.001 - 2.500.000;800000;43;14;10 - 19;291;290;290;10;12;107;106;9;1290.4170579562801;2135.1622242854833
Bremen;1;;;55;14;20 - 49;291;291;291;46;49;319;311;19;2017.9116020674799;2411.2230480099743
Karlsruhe;1;;;81;14;10 - 19;291;291;291;17;21;364;357;19;1795.4432296882796;1941.333600629718
Freiburg;1;;;63;14;10 - 19;291;290;291;10;13;249;244;13;1553.1473399914798;2253.9716933889786
Eitorf;1;;;43;11;10 - 19;291;290;291;13;13;45;45;1;1512.4296549106796;1702.4137160111413
Kabelsketal;1;2.500.001 - 5.000.000;4142438;1;13;20 - 49;291;290;291;21;22;134;132;6;2079.48221282508;2592.002551225119
Wetter;1;;;40;4;20 - 49;291;290;291;29;33;341;334;13;2702.2792301974796;3109.470542008232
Wetter;1;;;40;4;20 - 49;291;290;291;29;34;341;334;13;2702.2792301974796;2755.5878505942233
Hamburg;1;500.001 - 2.500.000;600000;66;14;10 - 19;291;290;291;13;14;4427;1950;2782;1293.6387407567997;2024.6717621432895
Castrop-Rauxel;1;;;76;13;10 - 19;291;290;291;12;16;733;682;80;1662.8355532114792;2529.190861483458
Lübeck;1;500.001 - 2.500.000;1700000;68;14;20 - 49;291;291;291;25;25;44;42;2;1967.4470282266802;2061.6392507703654
Auenwald;1;5.000.001 - 25.000.000;15000000;74;4;10 - 19;291;291;291;17;20;99;98;3;1840.1155580842806;1897.4207717620466
Heinsberg;1;500.001 - 2.500.000;1800000;44;4;10 - 19;291;291;290;19;22;119;119;3;3013.317490414681;3748.3498761700193
Göttingen;1;5.000.001 - 25.000.000;5410000;56;4;20 - 49;291;290;291;27;27;73;71;2;2063.9379873562802;2646.9944380001707
Hannover;1;500.001 - 2.500.000;800000;43;30;10 - 19;291;290;291;15;17;747;735;30;1403.9393794608;1939.6225249579943
Hoisdorf;1;500.001 - 2.500.000;1000000;27;14;10 - 19;291;290;291;10;13;102;88;24;1359.01577333148;1909.5884072411254
Hoisdorf;1;500.001 - 2.500.000;1000000;27;14;10 - 19;291;290;291;10;11;102;88;24;1359.01577333148;1749.8855073053808
Dipperz;1;500.001 - 2.500.000;900000;42;14;10 - 19;290;292;290;16;17;89;87;7;1543.67307319548;2016.3351808754533
Hamburg;1;;;55;14;10 - 19;291;290;291;10;13;1699;1304;643;1567.8479665247994;1609.0802667431312
Chemnitz;1;500.001 - 2.500.000;1350000;61;14;10 - 19;291;290;291;13;16;460;453;20;1682.343133827479;2247.6932080048723
Chemnitz;1;500.001 - 2.500.000;1350000;61;14;10 - 19;291;290;291;13;14;460;453;20;1682.343133827479;2578.0449682534836
Bedburg-Hau;1;;;78;4;20 - 49;291;290;291;30;34;47;44;6;2717.6720556298806;3183.085794654594
Bedburg-Hau;1;;;78;4;20 - 49;291;290;291;30;34;47;44;6;2717.6720556298806;2832.241769582045
Neunkirchen;1;;;65;14;10 - 19;291;290;290;10;11;76;72;8;1535.6398031266801;1732.4863255806854
Hagen;1;;;76;13;10 - 19;291;291;291;14;18;328;319;16;1611.2066615914796;2239.41451074578
Aurach;1;250.001 - 500.000;280000;44;4;10 - 19;291;292;292;14;18;11;11;0;1374.0521950966802;2195.5145740869757
Aurach;1;250.001 - 500.000;280000;44;4;10 - 19;291;292;292;14;14;11;11;0;1374.0521950966802;2200.0197641238565
Aurach;1;250.001 - 500.000;280000;44;4;10 - 19;291;292;292;14;16;11;11;0;1374.0521950966802;2345.5992323341547
Langenhagen;1;2.500.001 - 5.000.000;3500000;47;14;20 - 49;291;291;291;27;31;594;583;28;3050.1352613134795;3415.7397612112795
Hamburg;1;;;72;20;50 - 99;291;290;291;50;52;1704;1309;641;2305.4676722159998;2686.875071950088
Hamburg;1;;;72;20;50 - 99;291;290;291;50;53;1704;1309;641;2305.4676722159998;3231.115897888393
Marienberg;1;;;78;4;20 - 49;;;;20;23;;;;2584.2837404026805;3194.1507472293906
Delmenhorst;1;500.001 - 2.500.000;1161000;40;14;10 - 19;291;291;291;18;22;215;211;15;2401.58716995828;3153.0419811513343
München;1;500.001 - 2.500.000;734558;63;20;10 - 19;291;291;291;12;16;1600;1552;110;1475.3009067168;1852.500029636512
Saarwellingen;1;500.001 - 2.500.000;1525000;47;14;10 - 19;291;290;291;12;13;99;98;8;1909.72172803668;2439.973102320764
Hamburg;1;;;44;31;10 - 19;291;290;291;16;19;1711;1324;632;1946.2258289039996;2273.911735694182
Hamm;1;500.001 - 2.500.000;1650000;83;14;10 - 19;291;291;291;17;20;119;114;12;1761.8418373570794;2233.1433959509855
Thalfang;1;;;43;4;10 - 19;291;292;292;10;15;5;5;0;1437.7647931678803;2010.7011573123418
Berlin;1;2.500.001 - 5.000.000;4028000;42;14;20 - 49;291;291;291;38;40;1255;1208;128;2389.7345243172;2854.1261352896067
Heyerode;1;500.001 - 2.500.000;2100000;47;4;10 - 19;291;292;292;19;19;30;30;2;2442.6030717970807;2513.894594360526
Pullach;1;500.001 - 2.500.000;1000000;40;14;10 - 19;291;291;291;10;13;1412;1369;103;1662.8352937427996;2505.991966742158
Berlin;1;;;83;4;20 - 49;291;291;291;30;31;2215;2114;242;1823.8562517203993;2578.946726698742
Herrsching;1;2.500.001 - 5.000.000;3717838;26;14;20 - 49;291;290;291;30;32;73;73;1;2089.11814976028;2678.4556303841946
